Input1,Output
-5.0,-0.6983979920424214
-4.998,-0.6652402703390982
-4.996,-0.5587897853588645
-4.994000000000001,-0.5383575202614007
-4.992000000000001,-0.5504901876383874
-4.990000000000001,-0.632771529323534
-4.988000000000001,-0.6685846794765551
-4.9860000000000015,-0.5675596869699806
-4.984000000000002,-0.5783352501898699
-4.982000000000002,-0.5622890400050639
-4.980000000000002,-0.4828568866716232
-4.978000000000002,-0.606659550501857
-4.976000000000003,-0.41443837835196057
-4.974000000000003,-0.44769297856892926
-4.972000000000003,-0.4302193968077511
-4.970000000000003,-0.547372236966967
-4.9680000000000035,-0.5282267205313298
-4.966000000000004,-0.38249639803959473
-4.964000000000004,-0.5153788754878369
-4.962000000000004,-0.4728343412886721
-4.960000000000004,-0.3482924820509071
-4.958000000000005,-0.31537327400160575
-4.956000000000005,-0.35330922535909065
-4.954000000000005,-0.447646557168626
-4.952000000000005,-0.2830781174769395
-4.9500000000000055,-0.22453209086664278
-4.948000000000006,-0.3224186432285893
-4.946000000000006,-0.3647879057061824
-4.944000000000006,-0.3762788783547761
-4.942000000000006,-0.23075344194000882
-4.940000000000007,-0.29477646125556367
-4.938000000000007,-0.18848830464120953
-4.936000000000007,-0.2887080258144088
-4.934000000000007,-0.14927002221772015
-4.9320000000000075,-0.2822770414227159
-4.930000000000008,-0.198566968078611
-4.928000000000008,-0.10117675339906398
-4.926000000000008,-0.07896369546221516
-4.924000000000008,-0.046917227220026184
-4.922000000000009,-0.14329988719043202
-4.920000000000009,-0.1600576418526916
-4.918000000000009,-0.13297004162711476
-4.916000000000009,-0.09173041834439422
-4.9140000000000095,-0.07177044519138258
-4.91200000000001,-0.013789190354518144
-4.91000000000001,0.04589773150123176
-4.90800000000001,0.05818096881294043
-4.90600000000001,0.048451164485340745
-4.904000000000011,-0.04266052314740171
-4.902000000000011,0.13024677453174768
-4.900000000000011,0.0017810375183201915
-4.898000000000011,0.06782147226238036
-4.8960000000000115,0.19741953080487049
-4.894000000000012,0.12996145902985784
-4.892000000000012,0.10669632493003874
-4.890000000000012,0.1449879435156684
-4.888000000000012,0.17420136549583962
-4.8860000000000126,0.2629947170095534
-4.884000000000013,0.10379242369747863
-4.882000000000013,0.1712846435708229
-4.880000000000013,0.2931682227271917
-4.878000000000013,0.15083846608918977
-4.876000000000014,0.18526470228266467
-4.874000000000014,0.2880010303338734
-4.872000000000014,0.3007631359759744
-4.870000000000014,0.25623925848884405
-4.8680000000000145,0.373205828384754
-4.866000000000015,0.3622255312159017
-4.864000000000015,0.2972178670087601
-4.862000000000015,0.3607263796085888
-4.860000000000015,0.42729577563346816
-4.858000000000016,0.32531510657179763
-4.856000000000016,0.36202823962934827
-4.854000000000016,0.4427718594307982
-4.852000000000016,0.5220006689815742
-4.8500000000000165,0.5248380235509316
-4.848000000000017,0.4932560150125575
-4.846000000000017,0.5356152039890795
-4.844000000000017,0.5683352839215993
-4.842000000000017,0.608270081018353
-4.840000000000018,0.4918563119467137
-4.838000000000018,0.4437080992160204
-4.836000000000018,0.4571663513197113
-4.834000000000018,0.5013569085741691
-4.8320000000000185,0.5662701543293156
-4.830000000000019,0.664700835877467
-4.828000000000019,0.5227938244933097
-4.826000000000019,0.6461318287828307
-4.824000000000019,0.7080785093132196
-4.82200000000002,0.55656579204397
-4.82000000000002,0.5883810129895449
-4.81800000000002,0.6194304228797474
-4.81600000000002,0.7420662561919895
-4.8140000000000205,0.5956915582386728
-4.812000000000021,0.7894727640612657
-4.810000000000021,0.7789786205964137
-4.808000000000021,0.698727491657412
-4.806000000000021,0.7505116473258786
-4.804000000000022,0.8265125955519528
-4.802000000000022,0.7848078434227893
-4.800000000000022,0.8222949988561732
-4.798000000000022,0.8266766920293402
-4.7960000000000225,0.8566461047058656
-4.794000000000023,0.8865970139052106
-4.792000000000023,0.8983398152705344
-4.790000000000023,0.8836288141405315
-4.788000000000023,0.870859736700133
-4.786000000000024,0.8992938945961522
-4.784000000000024,0.9339616904439623
-4.782000000000024,0.8523225082822256
-4.780000000000024,0.9097826063293629
-4.7780000000000244,0.9478650115156491
-4.776000000000025,0.9524778534929466
-4.774000000000025,0.8233805858693644
-4.772000000000025,0.8080079004778425
-4.770000000000025,0.8596748047675502
-4.7680000000000256,0.8463727343972169
-4.766000000000026,0.9098363802943907
-4.764000000000026,0.8733451136595661
-4.762000000000026,1.0189709487874432
-4.760000000000026,0.959816296211265
-4.758000000000027,1.0245394889468595
-4.756000000000027,1.0185996612363806
-4.754000000000027,0.9337297792761832
-4.752000000000027,0.9310367471692504
-4.7500000000000275,1.0114204374525255
-4.748000000000028,1.039581335737996
-4.746000000000028,0.8855028814114766
-4.744000000000028,0.982055527611838
-4.742000000000028,0.9869228994415491
-4.740000000000029,0.9898192871349434
-4.738000000000029,1.059098275821597
-4.736000000000029,0.9976765680138805
-4.734000000000029,0.8853583470557748
-4.7320000000000295,1.0066554587429142
-4.73000000000003,1.0546693959512152
-4.72800000000003,0.929185326917923
-4.72600000000003,0.9899098583404882
-4.72400000000003,1.0785225025447125
-4.722000000000031,1.0560901179505107
-4.720000000000031,1.0201601594157983
-4.718000000000031,0.9429651657483269
-4.716000000000031,0.9726775075563109
-4.7140000000000315,1.009077222241654
-4.712000000000032,0.9621717390645659
-4.710000000000032,0.9438998585773454
-4.708000000000032,0.9140024399893995
-4.706000000000032,1.092095410021632
-4.704000000000033,0.9993924149921706
-4.702000000000033,1.0570048150654503
-4.700000000000033,0.9700263989051988
-4.698000000000033,1.0484889683735032
-4.6960000000000335,0.9009782384682351
-4.694000000000034,1.007232752139185
-4.692000000000034,0.993584257484125
-4.690000000000034,1.060344985203648
-4.688000000000034,0.9521342239176833
-4.686000000000035,0.8829386118333363
-4.684000000000035,0.9391082432801592
-4.682000000000035,0.992173764880838
-4.680000000000035,0.9692377287746009
-4.6780000000000355,0.874961427999743
-4.676000000000036,0.8584288940406825
-4.674000000000036,0.8617337839942463
-4.672000000000036,0.9656499898313115
-4.670000000000036,0.900595831815641
-4.668000000000037,1.0042372460343183
-4.666000000000037,0.9127797033430197
-4.664000000000037,0.8357387303991517
-4.662000000000037,0.9619248305099442
-4.6600000000000374,1.0053296231831639
-4.658000000000038,0.8196570454729292
-4.656000000000038,0.8424661655776737
-4.654000000000038,0.9117279921683593
-4.652000000000038,0.8476333007001456
-4.6500000000000385,0.8875261366680941
-4.648000000000039,0.8094388663959612
-4.646000000000039,0.8286888895214599
-4.644000000000039,0.8085865194984961
-4.642000000000039,0.7758118810195873
-4.64000000000004,0.830511753181592
-4.63800000000004,0.8444618635728243
-4.63600000000004,0.8725307810154793
-4.63400000000004,0.7291592494815566
-4.6320000000000405,0.860398719472709
-4.630000000000041,0.7594384842010459
-4.628000000000041,0.8204079060139886
-4.626000000000041,0.8636894532697483
-4.624000000000041,0.7415414000542779
-4.622000000000042,0.6533534497293542
-4.620000000000042,0.6727459646386953
-4.618000000000042,0.8208793759435072
-4.616000000000042,0.6176509641433032
-4.6140000000000425,0.7556669776128578
-4.612000000000043,0.7063185193101632
-4.610000000000043,0.7791280662372666
-4.608000000000043,0.5980308164492384
-4.606000000000043,0.7267930326674851
-4.604000000000044,0.7302478371877523
-4.602000000000044,0.5853483227017058
-4.600000000000044,0.7142862904524546
-4.598000000000044,0.6037944534338785
-4.5960000000000445,0.5000171624326455
-4.594000000000045,0.5676246611801498
-4.592000000000045,0.6096250473050244
-4.590000000000045,0.5900600303011198
-4.588000000000045,0.4544807234997572
-4.586000000000046,0.5236279990990388
-4.584000000000046,0.5502952166297022
-4.582000000000046,0.46069588124200156
-4.580000000000046,0.466531234295571
-4.5780000000000465,0.5717604480124577
-4.576000000000047,0.38021622795658516
-4.574000000000047,0.4907079004553978
-4.572000000000047,0.5056300894645587
-4.570000000000047,0.45218964823842844
-4.568000000000048,0.3321585896684449
-4.566000000000048,0.320215804112234
-4.564000000000048,0.4131731070536081
-4.562000000000048,0.4446945736765724
-4.5600000000000485,0.27819886174823116
-4.558000000000049,0.2505109095663156
-4.556000000000049,0.33848996596331676
-4.554000000000049,0.3623599603400112
-4.552000000000049,0.18787778019234602
-4.55000000000005,0.34142441706778215
-4.54800000000005,0.1815059142011487
-4.54600000000005,0.3020725266052907
-4.54400000000005,0.2399971555915895
-4.54200000000005,0.2615950418075463
-4.540000000000051,0.22779018375832358
-4.538000000000051,0.16278308179359446
-4.536000000000051,0.250113844098278
-4.534000000000051,0.1785121120682288
-4.5320000000000515,0.07641916012735116
-4.530000000000052,0.013498424818299687
-4.528000000000052,0.09429134372673136
-4.526000000000052,0.03799953096676256
-4.524000000000052,-0.03449838020595164
-4.522000000000053,0.018882822307398194
-4.520000000000053,0.002000880171834491
-4.518000000000053,-0.038203310043914904
-4.516000000000053,0.07220126377873463
-4.5140000000000535,-0.09400086379171942
-4.512000000000054,-0.03242470347645237
-4.510000000000054,0.02873373488869453
-4.508000000000054,-0.13503348592267606
-4.506000000000054,0.01826800751689761
-4.504000000000055,-0.15280379625365942
-4.502000000000055,-0.18404435653615434
-4.500000000000055,-0.08376475627438201
-4.498000000000055,-0.045105176273191966
-4.4960000000000555,-0.09632977127698324
-4.494000000000056,-0.1400410036568176
-4.492000000000056,-0.22190695447881925
-4.490000000000056,-0.2092516811086713
-4.488000000000056,-0.23978573283785728
-4.486000000000057,-0.2004959746894675
-4.484000000000057,-0.18712366260376836
-4.482000000000057,-0.2488487032194739
-4.480000000000057,-0.293124400577781
-4.4780000000000575,-0.272270600751581
-4.476000000000058,-0.3774690443200595
-4.474000000000058,-0.4091642543782952
-4.472000000000058,-0.2816208436977727
-4.470000000000058,-0.331817042953901
-4.468000000000059,-0.3875876952705238
-4.466000000000059,-0.33204621231942666
-4.464000000000059,-0.34042551943966254
-4.462000000000059,-0.39085637775599597
-4.4600000000000595,-0.5191897623929593
-4.45800000000006,-0.5175356292040332
-4.45600000000006,-0.3815982271422822
-4.45400000000006,-0.3852879886913205
-4.45200000000006,-0.48016176539527866
-4.450000000000061,-0.43397252057559127
-4.448000000000061,-0.5197004081367215
-4.446000000000061,-0.44702855280687376
-4.444000000000061,-0.5884698062743672
-4.4420000000000615,-0.6519587176279669
-4.440000000000062,-0.6185840964544586
-4.438000000000062,-0.6842863446153229
-4.436000000000062,-0.5704023211982566
-4.434000000000062,-0.706620123398895
-4.432000000000063,-0.6562383638171752
-4.430000000000063,-0.6164525648921543
-4.428000000000063,-0.7366264838902727
-4.426000000000063,-0.7495679539448937
-4.424000000000063,-0.5833772463726863
-4.422000000000064,-0.6298958697861489
-4.420000000000064,-0.7817805128659074
-4.418000000000064,-0.7909919349914996
-4.416000000000064,-0.726539347232854
-4.4140000000000645,-0.7575565082246872
-4.412000000000065,-0.8276881735060574
-4.410000000000065,-0.8284927629085546
-4.408000000000065,-0.8113043803626491
-4.406000000000065,-0.7707579234638862
-4.404000000000066,-0.7266649267412435
-4.402000000000066,-0.804988190687692
-4.400000000000066,-0.830606234529917
-4.398000000000066,-0.7200253828253946
-4.3960000000000665,-0.7295961477597064
-4.394000000000067,-0.832501069831256
-4.392000000000067,-0.8745295241883624
-4.390000000000067,-0.8978974206504862
-4.388000000000067,-0.9274890711356638
-4.386000000000068,-0.7900218219394478
-4.384000000000068,-0.8452553862110793
-4.382000000000068,-0.967787807476512
-4.380000000000068,-0.7859912845255456
-4.3780000000000685,-0.9201336394605699
-4.376000000000069,-0.9199897548345302
-4.374000000000069,-0.8671218464687694
-4.372000000000069,-0.9086454437677488
-4.370000000000069,-0.8840061493605537
-4.36800000000007,-0.9187348348156752
-4.36600000000007,-0.9529774523043089
-4.36400000000007,-0.9330228371555388
-4.36200000000007,-1.0017446809077208
-4.3600000000000705,-0.9087894851297774
-4.358000000000071,-0.9443689193515608
-4.356000000000071,-0.9462064848716434
-4.354000000000071,-1.0617894652310653
-4.352000000000071,-1.0091315694182212
-4.350000000000072,-1.0519750255042724
-4.348000000000072,-1.0433069426063377
-4.346000000000072,-0.995612706798133
-4.344000000000072,-1.043880271684294
-4.3420000000000725,-0.9269674119096488
-4.340000000000073,-0.9912901195738547
-4.338000000000073,-1.0001662399680018
-4.336000000000073,-0.9470746666651721
-4.334000000000073,-0.9271181820487702
-4.332000000000074,-1.0802913911956256
-4.330000000000074,-1.0654385052847528
-4.328000000000074,-0.9926046099190211
-4.326000000000074,-0.9462765217506934
-4.3240000000000745,-0.9080431495612692
-4.322000000000075,-0.945743338791755
-4.320000000000075,-1.0519381640568377
-4.318000000000075,-0.909320797838497
-4.316000000000075,-0.9486292691048097
-4.3140000000000756,-1.0137642552813304
-4.312000000000076,-1.0600332335644893
-4.310000000000076,-1.0318315068324893
-4.308000000000076,-1.0302289123474755
-4.306000000000076,-0.9692495154386742
-4.304000000000077,-0.9393233971437626
-4.302000000000077,-1.066788902119593
-4.300000000000077,-0.9893659881522361
-4.298000000000077,-1.0631087927422014
-4.2960000000000775,-0.9998503112243445
-4.294000000000078,-1.0326895984452267
-4.292000000000078,-1.0462754922846713
-4.290000000000078,-0.9597679953876682
-4.288000000000078,-0.9534020716903087
-4.286000000000079,-1.0625541809927213
-4.284000000000079,-1.0552907379011396
-4.282000000000079,-0.9286371409892054
-4.280000000000079,-1.0224685543700995
-4.2780000000000795,-0.9858004216640832
-4.27600000000008,-0.9325819046797471
-4.27400000000008,-1.0004487100303858
-4.27200000000008,-0.9501217903231175
-4.27000000000008,-0.8750742951316546
-4.268000000000081,-0.9099477916566023
-4.266000000000081,-0.8903043268585886
-4.264000000000081,-0.8369480144273208
-4.262000000000081,-0.9243526227416908
-4.2600000000000815,-0.9045931518687044
-4.258000000000082,-0.8210108635128643
-4.256000000000082,-0.843711679205052
-4.254000000000082,-0.7885857827268783
-4.252000000000082,-0.8350040526699757
-4.250000000000083,-0.8769192914710393
-4.248000000000083,-0.9111331841758255
-4.246000000000083,-0.738300519895487
-4.244000000000083,-0.8700503120832593
-4.2420000000000835,-0.7361957685064765
-4.240000000000084,-0.8042149843228151
-4.238000000000084,-0.8566283134461445
-4.236000000000084,-0.8401151797020528
-4.234000000000084,-0.8414647920745332
-4.232000000000085,-0.681346774046604
-4.230000000000085,-0.7223668253817009
-4.228000000000085,-0.7347726199551422
-4.226000000000085,-0.803421043680184
-4.2240000000000855,-0.7781491194101509
-4.222000000000086,-0.6102886946180704
-4.220000000000086,-0.6611859618773961
-4.218000000000086,-0.6581650125631099
-4.216000000000086,-0.6760954583171809
-4.214000000000087,-0.5916897007906974
-4.212000000000087,-0.5978976404344054
-4.210000000000087,-0.6176247130160337
-4.208000000000087,-0.6782567869075959
-4.2060000000000874,-0.518143578263398
-4.204000000000088,-0.5118605072795038
-4.202000000000088,-0.636123701729339
-4.200000000000088,-0.6105122634252147
-4.198000000000088,-0.5734498382484626
-4.1960000000000885,-0.5482903343998909
-4.194000000000089,-0.59533501158733
-4.192000000000089,-0.6110963706433123
-4.190000000000089,-0.49831471519222353
-4.188000000000089,-0.5436818976688758
-4.18600000000009,-0.4935099467184404
-4.18400000000009,-0.5632053389072673
-4.18200000000009,-0.44669038953240703
-4.18000000000009,-0.43804140798034924
-4.1780000000000905,-0.3701261034655317
-4.176000000000091,-0.422485601514055
-4.174000000000091,-0.419752441383788
-4.172000000000091,-0.3849379518021734
-4.170000000000091,-0.3340574978964748
-4.168000000000092,-0.4050231450040563
-4.166000000000092,-0.3060043452066392
-4.164000000000092,-0.36483650419091135
-4.162000000000092,-0.31648342756843834
-4.1600000000000925,-0.3838669830417554
-4.158000000000093,-0.32828328183292926
-4.156000000000093,-0.1996274881924417
-4.154000000000093,-0.23584711664449678
-4.152000000000093,-0.14261771050775604
-4.150000000000094,-0.2033817173802284
-4.148000000000094,-0.2806603270934673
-4.146000000000094,-0.26461003520853194
-4.144000000000094,-0.26416879192759785
-4.1420000000000945,-0.0778095304037321
-4.140000000000095,-0.12057297002513283
-4.138000000000095,-0.11299521003305293
-4.136000000000095,-0.1259189182931643
-4.134000000000095,-0.004137598001623194
-4.132000000000096,-0.02836700729304835
-4.130000000000096,-0.05625052756664693
-4.128000000000096,0.05626706157824225
-4.126000000000096,0.006778811899506878
-4.1240000000000965,0.05724777774136888
-4.122000000000097,-0.04356121176841347
-4.120000000000097,0.04472394906889145
-4.118000000000097,0.0538198214468019
-4.116000000000097,0.0820421605591011
-4.114000000000098,0.06390128115743107
-4.112000000000098,0.13018980874555422
-4.110000000000098,0.17272081864368716
-4.108000000000098,0.03743019651772535
-4.1060000000000985,0.09991710652647826
-4.104000000000099,0.1029354671792397
-4.102000000000099,0.20428299169968345
-4.100000000000099,0.20369562564272714
-4.098000000000099,0.21715569226110013
-4.0960000000001,0.24586597490500867
-4.0940000000001,0.17820453424335142
-4.0920000000001,0.3118479550853806
-4.0900000000001,0.253508721062783
-4.0880000000001,0.3456693680222581
-4.086000000000101,0.2430156441314556
-4.084000000000101,0.40948605396884585
-4.082000000000101,0.359580494546276
-4.080000000000101,0.3634907062371585
-4.0780000000001015,0.3105500412624777
-4.076000000000102,0.37796516747144493
-4.074000000000102,0.33062935552938505
-4.072000000000102,0.48121871873544386
-4.070000000000102,0.4871307012301975
-4.068000000000103,0.47201914884493384
-4.066000000000103,0.3812136821139432
-4.064000000000103,0.48334818597272167
-4.062000000000103,0.4324029181997595
-4.0600000000001035,0.43005096207830984
-4.058000000000104,0.5704962032701082
-4.056000000000104,0.4334814282832057
-4.054000000000104,0.5874849313107375
-4.052000000000104,0.4803908697560032
-4.050000000000105,0.5883400490879497
-4.048000000000105,0.5650703951911978
-4.046000000000105,0.6367671265885391
-4.044000000000105,0.5622737803456241
-4.0420000000001055,0.5196608096839559
-4.040000000000106,0.5555744368718494
-4.038000000000106,0.698789042523276
-4.036000000000106,0.7365053165184615
-4.034000000000106,0.6213753769239647
-4.032000000000107,0.7530725421759363
-4.030000000000107,0.7569869653923713
-4.028000000000107,0.690291966689234
-4.026000000000107,0.7137834879786839
-4.0240000000001075,0.7476893203739374
-4.022000000000108,0.7662234457776321
-4.020000000000108,0.7943094632374691
-4.018000000000108,0.664903026162498
-4.016000000000108,0.7168786006164264
-4.014000000000109,0.829775709390928
-4.012000000000109,0.7951512616512165
-4.010000000000109,0.8707211937434672
-4.008000000000109,0.7483764493561128
-4.0060000000001095,0.8429392361217487
-4.00400000000011,0.9046190642408369
-4.00200000000011,0.9121463445560315
-4.00000000000011,0.8461961363720636
-3.9980000000001104,0.8122940414964118
-3.9960000000001106,0.9203593448382362
-3.994000000000111,0.8524715799591137
-3.992000000000111,0.955347041776438
-3.9900000000001112,0.9641525683757339
-3.9880000000001115,0.952394268975943
-3.9860000000001117,0.7940251149434772
-3.984000000000112,0.9209340634942101
-3.982000000000112,0.8501544294371395
-3.9800000000001123,0.9615790064197864
-3.9780000000001126,0.9086676875982435
-3.9760000000001128,1.0206368179548881
-3.974000000000113,0.8949217626313136
-3.972000000000113,1.0013479991300063
-3.9700000000001134,1.0028873456656762
-3.9680000000001137,1.040443735621794
-3.966000000000114,0.8827724031968914
-3.964000000000114,0.9999665592826744
-3.9620000000001143,0.995979386913245
-3.9600000000001145,1.0088129280510831
-3.9580000000001148,1.036213188294854
-3.956000000000115,0.9518220214790037
-3.954000000000115,0.8981626988624232
-3.9520000000001154,1.0145344123423672
-3.9500000000001156,1.0248997278841947
-3.948000000000116,0.9340284803166354
-3.946000000000116,0.9970903872709295
-3.9440000000001163,1.0087856171775826
-3.9420000000001165,1.050799387106847
-3.9400000000001167,1.024267322542731
-3.938000000000117,0.9779377501073906
-3.936000000000117,0.9489582045692381
-3.9340000000001174,1.0634726187926877
-3.9320000000001176,1.026661113143446
-3.930000000000118,0.971898707379494
-3.928000000000118,0.9783827515061272
-3.9260000000001183,1.0350990958693083
-3.9240000000001185,1.0027173562038878
-3.9220000000001187,1.0703624554611602
