Input1,Input2,Input3,Output
2.6591161748129353,4.673695035784464,1.231897742874686,-1.010632962129642
6.172297060481237,0.3080953368593864,6.197296066197619,0.14016857645832262
1.6203497915835188,3.7524767301785253,3.010035911228597,0.014107583669824397
6.269573490017489,3.173038433695196,6.019555215818229,-0.016589515473608506
3.9463780644449966,3.2640145732356864,2.2459543414357577,1.2221833680075533
1.3857301992932742,1.9697337163243973,0.3699608084746425,0.12707469900770793
2.969814723554549,1.5664549839191073,3.336302975579417,-0.6173041552452905
0.37427504593389843,0.24619742378048054,5.598518223472642,0.6991038340621724
0.04775827575784807,0.7903818385630175,4.072858766636676,0.25420528372770274
3.031052481969632,3.4420602700457676,0.3451525239384803,0.0048572733447293515
1.4177613198562649,0.9144111643436204,5.33304638339247,0.5243638866391293
2.186771609047023,0.3700063425172417,0.3761352042198342,-0.647962413785543
4.065358018393266,4.8025572316714955,1.0154045485181855,0.6639956060216397
1.9171981143820498,3.3625208729423837,4.892466654882049,-0.24863156252162427
0.40026473527348944,4.710581244742311,2.251455051357096,0.3991488265694732
4.738872453169593,4.452723178151536,5.710410946128683,-0.12015111312169019
1.1948986767797565,0.9696422621278911,4.900715507716925,0.727983037112174
0.37273101398487435,2.1109362762232653,1.9757216016753378,0.5834842644089848
5.553236848239603,3.9856626908190083,3.8460423290367403,-0.7261123892819024
4.499919758716391,0.08856502639285808,2.0715756985461877,0.7244854997982542
1.5583992057089522,0.10552266857074183,4.781314039041815,0.1678451065275318
2.771058742528945,0.42681782139292707,3.0021540572389784,-0.6555103787715046
3.567350066821432,4.8357580251030585,5.0767714509498365,0.6320255661708005
5.821376681381061,4.36042409249619,2.1206858928583108,-0.8079421945653301
2.036427441875002,5.23640082560014,4.764076287677103,-0.9511076603773574
4.042228067944584,1.0040468795420596,2.387095472747591,1.1209628568837475
0.7711099734165761,4.639101111036965,5.400788241804272,0.9271698023165493
4.777053350744936,2.763068830258576,4.626714833691038,-0.12741854205552164
1.720022752407251,1.2294368064207788,4.9179583628365995,-0.31733544324843094
5.997659937426591,5.05031206460988,2.7476453263178353,-0.7296579959164264
3.0608439992217833,2.288351668886045,4.90311527403146,-0.5031058642465095
3.6733274963533997,4.66318385942834,2.95270955839701,0.7304642330182372
5.920374375588706,5.568943698120481,4.389749521085071,-0.6657046642301769
1.8063033003877282,1.3857897264676344,0.00726272200807695,-0.5862023145181043
2.298116766907242,0.4959509499635441,6.160296289615737,-0.815282361865076
5.98402341705735,1.6914430326831966,2.5987685368935485,-0.5910073103223986
5.174808198504266,1.9793809190877216,3.995763758098961,-1.0215852138666026
4.843377920403833,3.149343631123125,5.786357632676174,0.08537706630037778
5.3764142226333105,0.4154216724051714,0.18341509946336668,-0.6607384257147084
1.1668338586963183,0.448324970766586,2.329220447576582,0.8853761863711944
6.126266122251144,0.3450865236998976,4.5913509870116025,0.055406410479515666
4.64473729321516,5.977936805729562,5.241479747605154,0.18524041274496103
5.065667253594455,1.3972266918705905,3.2221181680782323,-0.6613124208051657
0.7366814916877681,5.76162955987167,2.8479362274076827,0.9503155170865227
3.3210378736061603,0.7872107460408048,3.7701358173800066,0.5226715807135963
5.660712880045077,2.8825620798625953,4.141822515326467,-0.837590739708196
5.7983872038716315,0.0567963782236399,4.236894379980245,-0.6329232292103427
6.192832167738457,3.031419499889986,1.6088582161905363,0.05248991218954163
3.469514245483824,1.5276015987265212,0.5770855571733808,0.3410415181118349
4.162073236503354,4.137300155443217,3.138510417515222,0.9423221034376084
4.901178321319291,4.497566647960249,4.356905187263711,-0.4626707984278868
4.11008155977724,5.832401845120291,2.24258266204218,0.903443462629435
1.5140526122345008,1.5008636504940038,3.203527108133256,-0.027128157759962995
1.572007060909524,3.5906514308368043,2.2110263063283524,0.11636959017484247
3.5968891389728594,2.139755456273357,5.659417991845002,0.6885656386455442
4.8339951873850024,2.5642469271046124,5.2792484623056986,-0.2812006998012241
2.2930192170312984,6.211048013240283,4.41233428467626,-0.7532069114208604
1.53594147750293,1.0431778195485566,3.5489779728292725,0.09007535571535824
