Input1,Input2,Input3,Output
2.0063290363920876,3.63096052526057,1.641931518423286,0.006329036392087595
1.8704506864465782,0.9099798604998327,1.8310403315643626,0.1295493135534218
0.0959397176861354,2.2475074079284125,1.9549160627209619,0.21428851124974707
0.22862995275746312,2.5454297991312202,0.8292438121505425,0.22862995275746312
0.15989344104853875,0.7441550368800864,1.7863425319525918,0.15989344104853875
0.015372269896090196,0.9806478485012726,0.5084453348408857,0.015372269896090196
2.593792461421822,4.803075357242365,0.6935200161464266,0.4062075385781778
0.045334784068224776,4.2520092793182425,0.2726917632934207,0.15605448571192443
2.95984544104981,1.8868067144476308,0.9709740885898595,0.040154558950189934
2.5006859756712547,1.945599950640381,1.0423628018028477,0.4993140243287453
1.5008142581277513,4.169461069931454,0.8850879972279557,3.122251700196898
2.814466780107389,0.2940475678057619,0.5093893217966075,0.6314267602215365
2.9613780136338828,1.101119664114922,1.433118309864375,1.2398614275860793
1.4233360464863622,4.505593530405122,0.9005990615520159,0.42333604648636225
2.333918454662958,1.0306871698277082,0.5646885327336262,2.486886050487234
2.2606248398435786,0.20519371310059709,0.24858200791181284,0.33254188948981905
0.19882228679144975,1.1573263497993365,0.5929223687538125,0.8416126524025915
0.5122915075446263,4.424019589692971,1.0088845234678316,1.0937408908674584
0.5294958576619267,4.645814602035055,1.4937169592068151,0.47050414233807325
2.2584985796387165,3.1183964204876293,1.9024786241045282,1.6000198290512868
0.40522728267213715,2.320967093280817,0.8467693531953289,2.4206419580933116
1.4831869567937308,1.8788434813095456,0.6269906724522103,0.4831869567937308
0.4458666283299342,4.794186613140118,0.19852496261516328,0.4458666283299342
0.8210850463309844,1.1534108245792236,1.133150200558783,1.7650007489138657
0.6841240300933701,1.0493225467673772,1.8952569874418446,0.39582920081304473
2.121557954249564,0.08178956352535571,1.164798751330665,0.6104750423848907
1.5600773315284595,3.4772294597615803,0.8151270649649469,0.43994993228998425
0.7757979111337405,2.923517590046782,1.1450736930838048,0.22420208886625947
2.8578782572497516,4.5702065109133985,1.6754058737567503,0.14212174275024836
0.27330441397719496,4.269233498762473,1.4443711234437873,0.5628782732750557
2.9300928465543716,1.5901035247388058,1.0112311627571158,0.06990715344562837
2.723663556625292,4.237962743822981,0.8680477002805673,0.8498355246158316
2.3720001934006842,1.7172744701438218,0.42459266750787417,0.37200019340068424
2.6252773155346243,3.8056638309210555,1.4004112732478056,0.3747226844653757
0.6004406403744775,0.35593040595577385,0.5567722750188615,1.7840353283098693
1.4329228335036952,3.9061115701318574,1.4814062263740835,0.4329228335036952
0.7961380613412267,2.409455053408717,0.35306721756878545,0.8449981969268295
1.7839166752992415,3.715392420534201,0.6978351878098186,0.21608332470075853
2.314896059911579,2.9206594496247735,1.9607345545607155,0.3148960599115789
2.2785508505401317,4.053707175894488,0.6005186695113924,0.5908166698309643
0.343847015717908,3.78237273433514,1.7560681908302582,0.343847015717908
0.17233820928063248,2.7500494428710947,1.3426090906469395,0.17233820928063248
2.4211557416360665,2.6660213808854256,1.846133811209865,0.4211557416360665
0.3886820837609761,4.672986243496266,0.5777085525863821,0.3886820837609761
2.6407783578868314,2.159601640712969,0.596511623652038,1.378181578125185
2.054326295395524,3.554860698239452,1.067023952942987,0.05432629539552414
2.360999450789347,1.201271288884621,0.6578586080988265,4.171342084149496
1.3377408037014709,4.65042617571097,0.9849380200077036,0.33774080370147086
2.964894084550106,0.11727998364140457,1.2068199372144568,1.455251634816924
2.8883839204035384,2.60368993462086,1.7992265388701594,0.11161607959646158
0.5824445348511147,4.591935916098789,1.9001879830887232,0.4175554651488853
2.872682387331677,4.052199884260683,0.5938502916140476,2.7211299946892633
2.126707284042041,2.750736028492459,1.7609180486346214,0.12670728404204112
0.05043752441282412,3.783940428882262,0.8822007653169226,0.05043752441282412
0.9930388411279865,3.674015977973518,1.095181105927722,0.00696115887201354
0.7276913875390834,4.435186228897136,0.41559114804905706,0.272633632225898
0.7612471845252461,2.5551604444039695,0.024200091434116944,0.2387528154747539
1.926174181989347,4.867401561081258,0.8135790657569497,0.07382581801065302
0.5678640762848042,0.8763247349470815,1.515503730662513,0.4321359237151958
1.617757450863973,2.208445910374279,0.11625644693150927,0.5761947326804601
2.1731772385659083,2.8158614044352923,1.055394534989469,0.17317723856590828
0.7381983865664249,0.4408273480717467,0.9118471260503074,2.6367547444521637
